sentence,sentiment,Date
Hahhaha ..... Chch,2,2024-10-04
Bhai tu ronda he rya kr,2,2024-03-11
Pakka tharkii lg ra,2,2024-07-13
Ye nahi bholay ga ,2,2025-01-06
Wo to ap wese b phnch jate hn ,2,2025-01-03
 ji ji sharafat ka level bs alag h,2,2024-04-27
Apko Kis ne bataya ye Sab ,2,2024-08-22
 mjhe apne khd btaya,2,2024-11-02
Hahah,2,2024-11-23
Same here,2,2024-01-02
Ab?,2,2025-01-02
galy main drd ho to btana,2,2024-04-16
Wo bhi horaha ,2,2024-09-03
idhr aaoo gala dbaaun phrr,2,2025-01-07
Kia gala ?? ,2,2024-02-12
Panadol,2,2024-02-11
Injection lgwa lain ,2,2024-01-20
Gala na daba dy,2,2024-04-28
 tu husband hai Kisi or ka tujhay chahta koi or hai ,2,2024-06-15
Phirki uraoo :),2,2025-03-11
jab apni ho gi tab bhi dosro ko dikhna rehmat!!,2,2025-02-15
kuch ni hne wala ,2,2025-01-01
Oye Rehmat nhi Zehmat,2,2024-07-04
Hahahaha chwal,2,2024-04-17
Hahahahaha,2,2024-12-19
. Is show main thay,2,2024-03-28
Inka aik beata beh tha agar uski pic dekha day to plz,2,2025-03-04
Allah magfirat farmain ameen,2,2025-01-18
Allah magfirat fermae......mis you Nazia Hassan..,2,2024-01-17
Allah junut dy Ameen Allah,2,2025-01-22
She was leagend. ...Allah janat main jagha dy ...ameen ...,2,2024-05-17
Allah junut dy Ameen Allah,2,2024-03-09
Allah zohaib Hassan KO lambi umar day,2,2024-09-16
Nazar lagi thi dunoo koo,2,2024-01-13
"que hermosa,....ohhhhhh Nazia!!!",2,2025-02-22
un se jab dil ki baat hoti hai ,2,2024-01-07
haina?,2,2024-02-01
Kardia shono like,2,2025-01-04
Tm princess ho,2,2025-03-19
Dono,2,2024-07-31
Dono,2,2024-04-16
Dono,2,2024-01-03
Dono,2,2024-06-12
Kessay kr leti hain aap bichara ,2,2024-04-30
Ye accent kesa tha,2,2025-02-27
Sahi ja rahi hain aap ,2,2024-06-10
Facebook walay scene q nai dalay? Bus 1 e :(,2,2025-01-15
2 hain..Teri kya life hai aur end per dance ,2,2024-10-09
hahaha and your dialogue Tari kia life hai that amazing..... mai aksar apny dosto ko baat baat pay yahi kehta k tari kia life hai :P :D :P,2,2024-03-31
"owsome editing baeeeeee , I m also Editer but ye wala takkar ka ta wow excellent Amazing work , Keep doing best or best , May Allah God bless u , Multi tellented and I told u , u are fakhr-e-Pakistan √ From iftikhar ( Himalaya Vynz)",2,2024-07-21
Thanks a lot for such encouragement ,2,2024-02-06
Behenji you are versatile actor,2,2024-12-06
Kuch gussy se bhary log bhi nazar aa rhe video mai :D,2,2024-02-13
Ye to danish khan h,2,2024-07-09
Ameen..thank you ,2,2024-08-04
Men bhi ap k 7 calip banana chata ho,2,2024-04-05
Eye brow wali ye h na ,2,2024-06-08
Hahah sachi vesy,2,2025-03-24
Sach main esa he hota ha,2,2025-03-16
Bachi check kr you are cute lmao,2,2025-02-20
But milta koi nai,2,2024-10-04
oye tukry waala hahahahahaha :),2,2024-08-03
Hahaa bachi chek kar hahahah wah,2,2024-05-02
Haha awesome,2,2024-05-22
Hahah.... Alaaaaa... Laughing loudly at 2:30 AM,2,2025-01-29
Don't worry  main aungi raat main ,2,2025-01-06
nikaall,2,2024-10-31
yahy hune wala hyna,2,2025-01-06
Tu tayari pakrle ,2,2024-05-05
Hahahaha the most irrerating one is door bell ,2,2024-09-27
Hahahahahahahah,2,2024-05-10
Koory waaaala hahhaha,2,2024-11-14
esi hona h hamare sTh b ,2,2024-06-16
Mera liy,2,2025-03-16
LDL ,2,2024-09-21
same to u,2,2024-09-18
Haha,2,2024-07-20
Amazing,2,2024-09-01
Hahahaha last main lazmi dekhna,2,2024-03-21
hahaha,2,2025-02-06
Accurate yehi hota h,2,2024-07-14
 MashaAllah yaad hy,2,2024-05-18
Lol ,2,2024-07-28
Bacho hone k baad yaad dashtt chali gaaye hai ,2,2024-01-01
Moja AP jse wife chiya,2,2024-05-12
You didn't tag to show me the turban ,2,2024-04-11
Sadly yes ,2,2024-05-15
Yehi haal hona ,2,2024-12-09
Hahahahaha,2,2024-01-20
TRUE,2,2024-07-13
Lol ,2,2025-02-03
wakae ???,2,2024-12-02
"Hnji bilkul.
Pr m bartan zra ziyada dhoye thy",2,2024-08-23
Haye bachari....,2,2024-12-29
Hahahahhaha.....,2,2025-02-02
hahaahahha ,2,2024-08-21
Oye jb gate kholti a udr sy suno ,2,2024-09-23
Vryyy truee,2,2024-12-14
haha,2,2024-08-17
hahahaha,2,2024-04-13
"Hahahaha on point! Gate wala scene b hahhaahah
Zakk",2,2024-09-23
Hahah shukr kr ludo star hai humary pas ,2,2024-02-11
Shutup ,2,2025-02-10
Hahah ksmyy yaaar ,2,2025-01-16
tu karti ha ye ,2,2024-01-07
check last one jab gate open ho ga,2,2024-03-07
bhtt allawww Namra Baji,2,2025-03-03
Same here I haven't changed my clothes ,2,2024-11-25
Hahahahahah Mashallah Subhanallah wala.part was best ,2,2024-07-05
Hahahahahah ,2,2024-06-21
this is what happening with me right now ,2,2024-11-07
Tera kon sa #sajna hai jo tou saje,2,2024-10-29
Mein khe rahi thi tu to saje gi bhi nahin,2,2025-02-04
Same here,2,2025-02-11
mai tyar he nh hui thi  was well dressedup,2,2024-08-04
Hahah same here m bhi nh hu,2,2024-08-06
Hahha I was waiting for your whatsapp stories ,2,2024-12-22
Hahah that will be uploaded soon,2,2024-11-22
kbhi bichari ki izzat b kiya karo,2,2025-03-22
haan or apke captions tou Mashallah hoty hen,2,2024-11-04
Haha qurb,2,2024-05-28
Bai laelaj ahyo,2,2024-06-15
Sari larkia Ya tu makeup ki dukan Ya gudammmm,2,2024-04-03
Sadia    ,2,2024-08-30
So relateable ,2,2024-03-30
Hahaha true,2,2024-01-19
"She do not wear properly hijab ,she just wear a pagry",2,2024-03-09
You are right. This is not Hijab. This is a Turban (pagri). So? ,2,2024-06-16
hahahahaha,2,2024-01-05
Can't think of a time when makeup has been something for me,2,2024-09-02
So happening ,2,2024-01-15
Isi waja se nhi hui ,2,2025-03-09
Hahaha. Sabka hi yahi hal hota hai. Per  selfies le le k apne phone mei dafan kardeti hai ,2,2024-03-06
hahaha  ,2,2024-08-15
is lye,2,2024-12-16
Ha ha,2,2024-03-18
Relatable,2,2024-08-10
tumhary sath b aysa hee hota naa?,2,2024-05-29
Bilkul sahi karwi haqeqat,2,2024-04-20
Yusra Ali ,2,2024-09-17
Nutz Awan reality,2,2024-02-17
ahan its reality :D :D,2,2024-05-20
hahahahhahahahah,2,2024-04-26
u did it ?? Today!!!,2,2024-04-14
Ahahaha amazing!!,2,2025-02-21
HahhhH ufffff... tm mere ghr ajaoo :-D,2,2024-06-20
Marriyam Nadeem.Hadia Nadeem,2,2024-07-12
Lol ,2,2025-01-23
She looks adorable !!!,2,2024-04-23
Mehr Maah,2,2024-07-01
I saw this hahha so true specially wo jo gate wala scene hai ,2,2024-12-30
Hahaha waqai...,2,2024-03-04
How relative! :P,2,2024-11-28
Hahaha bechari,2,2024-05-21
Hahaha suche yara,2,2024-03-17
...Mary wala ha,2,2024-01-20
"Yar ap pe chance kese mare??
Koye contct kuch b nhe hai na yar..",2,2024-05-19
khwnd a nao,2,2025-01-10
ye kia hua???,2,2024-05-01
As lya ma tyr hi ni hoti,2,2024-10-28
hhahhahahaha,2,2025-03-22
You :-) :-P,2,2024-10-08
Hahahahah exactlyy,2,2024-12-09
your story :D,2,2024-08-21
It's so true and embarrassing too,2,2024-08-28
Haha d0nt open the secrets ,2,2024-08-14
ye ap o,2,2024-08-14
Thnk u pr nahe,2,2024-03-01
Ho,2,2024-07-22
hmari story ,2,2024-06-28
Hahahhahaha,2,2024-10-18
Maryam Khan,2,2024-05-21
Haha Hã Sardar ap dono k saat asa hi hua ha i think,2,2025-01-11
HAHAHAHAHA I am laughing so hard ,2,2025-03-12
Hahaha,2,2025-02-08
Mare saat to hmasha asa hi hota h,2,2024-07-06
MUTUAL FEELING UK. XD,2,2024-12-22
"girls name
razia shakeela :P",2,2025-02-15
:D,2,2024-11-25
Hahahaha so true,2,2025-01-02
hhahhahaha,2,2024-08-04
Hahahhahaha,2,2024-07-16
.....our situation,2,2024-09-08
Hahha aj tou yehi cene tha meray sth akelay selfies li bus,2,2025-03-19
Lol Kulsum it was just a style..not for the purpose of hijab. (In case anyome gets offended for this being called a HIJAB) :),2,2024-08-16
Thats true,2,2025-03-02
Hahahaha lol lol,2,2024-03-28
Kuray awLaaa…,2,2025-01-06
Haha... true...,2,2024-04-30
Hoorain Shona,2,2025-01-17
Oho wow,2,2024-04-12
But me ne in me se kuch b nahi kia  no new dress no make up no sona no cooking. ,2,2024-04-30
its outclass,2,2024-09-23
Hahaha,2,2025-02-06
hahah,2,2025-03-13
Im crying,2,2024-10-21
This girl is amazing,2,2024-03-01
aesa hi hota hai na?? ,2,2024-06-17
Hahahhahhah,2,2024-02-20
Yr TV dekh loooo,2,2024-08-31
:D hahahaha,2,2024-07-02
Hahaha future????????,2,2024-02-06
Sayapa Queen,2,2024-08-07
:-D,2,2024-03-04
qsamy,2,2024-10-12
Waqaye,2,2024-11-26
Hehehe,2,2024-08-12
.... ye tumhari story hea…,2,2024-08-24
:D,2,2025-03-01
remember her?,2,2024-03-08
"Have we met before, @Amal Fatima?",2,2024-09-02
"yep at kips event ""Color The Sky""",2,2024-01-08
It's strange that you remember me..did we meet? Amal/Adil? :p,2,2024-09-22
yep ... u guys did great job while entering with dhol dhamaka,2,2024-06-26
Haha,2,2024-02-06
FiZa Khan,2,2024-09-25
Hahah tbh tAg kra moot,2,2025-03-08
Han woh to me huN... FiZa Khan,2,2024-11-16
Assingment ho gai mukmal k abi b enjoy hi ho raha hai ,2,2024-01-01
Mein ny pehly hi kr li thi,2,2024-08-03
Jinhon ny ni ki thi wo ab kr rahi hein,2,2024-03-23
jinoo ny nahi ki ALLAH un ko himat dy,2,2025-02-06
Ameen,2,2025-02-16
Waklisha Aata,2,2025-01-25
"Ufffffffffffffff video made just for us. Aur pehla naam b Tera Hai ""Ayesha"" Hahahahahahahahaha",2,2024-04-09
Hahahaha exactly yahi hua h is bar humaray sath,2,2024-03-18
Hahahahahahahahaha,2,2024-12-30
#Ali sheikh nd,2,2025-01-03
#NAME?,2,2025-01-31
hahahaha,2,2024-04-19
suits u hahahaha,2,2024-09-10
Kitna such h,2,2024-04-10
Iraj Tariq :D,2,2024-01-23
Aimen Sarwer Saleha Mazhar Syeda Kashaf Batool,2,2024-11-18
hahahah,2,2024-01-29
Hahahahahahahahahahahahahaha,2,2024-11-25
hahahaha,2,2024-06-16
:D,2,2024-01-30
Hahahaha I died this is,2,2024-04-28
hahahaha,2,2024-02-04
Hahahahaha akhir main tu aya :D :p,2,2024-11-23
Tu to hai na :),2,2024-04-10
Na wa,2,2024-11-25
hahahah,2,2025-02-13
MomiNa MeHar,2,2024-09-11
Hahahaha rite,2,2024-05-27
mera genune mas,2,2024-03-12
Tm s km,2,2024-05-02
..........hmary wala haal..,2,2024-10-08
Oh wakae yr tyar ho ho k ghr mn bore hoty hn,2,2024-04-03
Hahhahahhah seriously aise e hota hy,2,2024-10-23
:D,2,2024-05-12
Mai tu tyr hi nhi hoti hn 2 year se ,2,2024-11-06
Same maassiiss for life,2,2024-06-25
Lol     watch till the very end,2,2024-09-13
"Hahahaa
Han yaara esa hi hota hai",2,2024-04-18
Haha literally ,2,2025-03-20
Hahaha Sach me :/,2,2024-09-03
Urva Ajmal,2,2025-01-02
Ohh mil gya :D,2,2024-01-24
Hahahahah,2,2024-04-16
teray liye,2,2024-02-03
Hahah,2,2025-02-02
Kasma,2,2025-02-07
cant find ur comment :P,2,2024-10-21
"Hahahahhaha
aisa hi toh hota hai",2,2024-02-20
eyebrows 🤣,2,2024-05-07
Hahahahaha,2,2024-05-15
Hahahah per Saba ko tum aise he topiya dyte o,2,2024-12-23
Touba me saba k ghr gai hoe thi kal,2,2024-05-11
Haan i know,2,2024-07-13
HahHa .,2,2024-09-19
banda pochy us ne konsa bhai ka rishta dena tha :P,2,2024-06-27
Kooi wachlon krwaa he dy,2,2024-02-24
tere jesi ho to :P,2,2025-03-18
Hhhhhh korray alaaa ,2,2024-03-11
Hahahhahahaha,2,2024-01-09
ye hamary wala hi haal hai same,2,2024-06-02
Mje q seekha raha he,2,2025-03-07
Bhaiii,2,2024-02-03
Jia T Chuhaann,2,2024-07-14
Haha  na chair,2,2024-08-29
Ye to rozana ki kahani hy,2,2024-09-18
Nahiiiiiiiiii,2,2024-09-23
Haha.. thats true that why i didnt even get ready this time ,2,2024-05-14
Hahaha da last one koray wala epi,2,2024-11-01
Hahaha haan yar aisi he hotee,2,2024-01-16
Mai tery dukh ma shareef hon,2,2025-01-23
This rite,2,2024-07-06
hamri be asa he guzri ha....hahaha,2,2024-07-05
eidi ,2,2024-02-02
such me is bar me khnn nhii gay aik frnd ae the just,2,2024-09-28
Hahahhahhahaha ,2,2024-01-17
No sta pashan rata hkara shwa no..,2,2024-02-15
Hahha tkk vy,2,2024-07-23
Mata ma waya...,2,2024-12-09
Not really ,2,2025-03-05
srf gana check kro jo bad main chale ga,2,2024-05-10
ye gum kam h kya,2,2025-01-04
tErY saTh b YehI hua Hai,2,2024-10-07
Malik Taimoor  MA SHA ALLAH SUNHANNALLAH ,2,2025-02-06
Bachii chek kr,2,2025-01-26
Rite esa bhi hota he.,2,2024-06-08
Hahaha ,2,2024-01-01
yeh video,2,2024-10-01
I know re ,2,2025-02-25
pher bhi kabhi kabhi asa hota,2,2024-04-26
Aahhahahaha,2,2025-01-07
Hahah koorey wala is most funny…,2,2024-08-07
Thanks apko b,2,2025-01-08
Khair mobbarak apko bhi mobbarak,2,2025-01-11
I hope is video ka awam per bhi kuch asar paray . Anyways Fantabulous work .. It touched the heart and soul .,2,2024-01-24
"Really nice, no doubt hard work always pay you back!
 you and your team is amazing <3",2,2024-02-27
":) :) you are welcome Sir, miaraaa Hissaaaa :P :D",2,2024-01-13
"Its seriously very patriotic, absolutely Marvellous and technically Directed. Best of luck Team.",2,2024-06-12
Idea,2,2024-03-23
waoooo,2,2024-05-12
Is parcham k saay taly hum aik hyn... perfect!,2,2024-01-16
boi ki acting dekh,2,2024-06-23
Yeh me kia dekh rha hun,2,2025-02-05
Hahaha actor in law,2,2024-06-04
That was justtt owwsm loved it,2,2024-03-02
Alla.…,2,2024-05-27
"No matter how much detestation we carry for each other, no matter how much erroneous we can be to each other, no matter how anxious we feel about being stuck in despondent life, what matter is, we’re together and united when it comes to Pakistan!  nicely done",2,2025-01-25
"It was more than a love...Love for ourselves....our Country...our beloved....our PAKISTAN!!! what we are but we are a PAKISTANI!!

Well done  (Y) and  :-)",2,2024-01-19
see this video. A motivational and made with Patriotic spice!!,2,2025-02-02
Elegant effort....,2,2024-07-01
Amazing performance 🤙,2,2024-03-27
Thanks my man ,2,2024-09-18
Yasir Innocent,2,2024-07-09
:P kya kehna he khul ke keh sakti ho tum,2,2024-08-10
Kehny ko tu keh don likn jhoot bolna kon sa asaan kaam hy,2,2024-01-17
Great yar zor daar Taleyannnnnnnn,2,2024-03-23
Awesome... impressive,2,2024-07-28
Well done,2,2024-07-07
Really heart touching Nmra welldon,2,2024-05-15
Imprssiv and bitter realty of our society,2,2024-07-04
A nice effort guys. you need to be promoted,2,2024-03-20
Dil sy Pakistan,2,2025-03-13
you are doing marvelous lady :),2,2025-01-31
Excellent…,2,2024-08-09
Thnx for sparing time to watch it :p,2,2024-11-29
The foundation of freedom is unity,2,2024-10-08
Gave me goosebumps ,2,2024-02-18
The best video on independence i ever saw,2,2024-12-18
Level kr diya yr.,2,2025-03-05
Yup mind blowing video ha,2,2024-08-12
My Allahbalsng my All Pakistanis ,2,2024-10-02
My Allahbalsng my All Pakistanis Miss you so much love Pakistan ,2,2024-12-21
Superb ,2,2024-07-28
Kuch.samajh ni ai,2,2024-07-19
Ye kia thaa,2,2024-08-14
Sure?,2,2024-02-25
But I want work with u and ur team,2,2024-12-07
Ok done,2,2024-02-28
zrur!! :),2,2024-03-23
Keep this activity in future too girl,2,2024-01-19
InshaAllah :),2,2024-11-01
Mil mje,2,2024-10-01
Really,2,2024-05-23
"vedio OMG
I'll do #inbox",2,2024-01-29
Me??????,2,2024-09-02
Sure why not!!,2,2024-04-14
What ?,2,2024-03-18
Han ap ka chal skta hai. We have seen you perform Live,2,2024-06-09
Yup yar sae kaha Zulqarnain Shah,2,2024-05-03
"Hyeee yh bndi, banda, amma jw bhi hai best hai ",2,2024-01-01
Koko Alek inshaAllah 14th Aug 2017 ,2,2024-08-29
Aesi biwi ho iss sey acha banda suicide hee kurly ....,2,2024-09-22
kuch kuch ap jese khayalaat hain ,2,2024-12-10
Barish ki h,2,2025-02-10
Haan haan aap nay kabhi awaaz nahi suni khar khar khar khar tishhhhh tishhhhh,2,2024-12-08
ahahahaahah sai ho gya na? :D :p 3:),2,2024-02-22
 check this,2,2024-05-26
hahahaha aisay ap ky sath hona chaheye,2,2024-10-08
Hahhaha bUt she Is so caring LubLy ya,2,2024-10-08
tum o Ye ?,2,2025-02-24
100% b tek tha wasay ,2,2024-03-24
unhen boht zyada right lga hai :D,2,2024-12-02
g kafi zaida…,2,2025-02-12
HAHAHHHAHA laaaav it ,2,2024-05-23
ye to too much ha..,2,2024-08-26
Like khula hua button :D,2,2024-09-30
ji ji...,2,2025-02-01
Hota hai. Hota hai :D,2,2024-06-14
No offense my sis . karna hum ne wahi ho jo hamara dil kare. :P,2,2024-12-06
"ha ha ha
bechara.....🤣🤣🤣",2,2024-03-17
Hahahahhahaha... itny zaida insecure,2,2024-05-10
hahahahaha yarr u are too much awesome video,2,2025-02-26
haha hamry 7 bhi asa hota hai ,2,2024-12-15
Zeh aaaa tum bhi asi kaltii,2,2025-03-12
Ma kb karteeee.... Jotha,2,2025-03-21
nice,2,2024-07-31
Thank u,2,2024-03-08
Relationship ,2,2024-04-19
Level h januu tra,2,2024-05-25
... shalwar kameez pahn k bahr nikla kre... smjhe ap,2,2024-05-27
"Even ballaaa then the last one, killing it bro",2,2024-08-29
Gd,2,2025-03-07
Hahahaha ap hmra guruu hoo ,2,2024-06-07
Nic3,2,2025-03-25
hahahahaha,2,2024-02-17
yehi sab krty hona tm,2,2024-01-07
She is awesome,2,2025-01-14
ur syed farrukh bukhari in female version,2,2024-06-02
Hahahaha shaaat up he isn't like this atleast,2,2024-03-07
Chal jhoooti i know ur haaalaaat ,2,2024-05-20
Screw u,2,2024-11-28
:-/,2,2024-03-03
Well women are still like this.,2,2025-02-08
Fab,2,2024-10-28
Keep it up,2,2024-03-27
ye sabeen wla hl,2,2024-09-11
Aho sahi bt h,2,2024-03-15
sabeen b ase he krti h mre saath,2,2024-01-15
Dekhti hn rooz,2,2024-03-29
hahahaahah but muh se accept nai krti,2,2024-06-12
Ab tym b to ni,2,2025-02-28
Hmm bikul,2,2024-02-02
hahah koi nai aysa bolny walla mujy :D,2,2025-02-25
nice,2,2024-12-31
"ALLAH Maaf Kary.
Shukar e Rabba I Don't have Janu Manu",2,2024-12-27
Beauty,2,2024-01-25
Awaiting ........,2,2025-03-01
Thank to u baji,2,2024-02-09
Haha thanks to you too Nainu!,2,2025-02-10
Your always welcome,2,2024-03-05
Waiting anxiously!!!,2,2024-07-18
Hahaha chalo next time :P and best of luck for new upcoming video,2,2025-02-09
Thanks a lot.. don't forget to watch it tomorrow! ,2,2025-03-23
Chapal is looking so cute ,2,2024-11-14
tho isi liye pic mein b behind raha :D,2,2024-02-29
so i suggest to bring him in front of camera wrna rotha rahey ga bechara :D,2,2024-01-21
InshaAllah next time ,2,2024-10-16
IA,2,2024-03-28
nycccc,2,2024-06-16
Mention Kardena Mujhe Jab Upload Karein Toh..,2,2024-07-13
Okey brov,2,2024-01-16
Waiting lets see whats new,2,2024-07-15
Waiting,2,2024-02-24
Thank u nomi bhai,2,2024-09-10
your welcome Brother ... always rise and Shine,2,2024-01-01
Lgta hai kl kissi ko tumhari gulabi juti bhi pdrne wali hai ,2,2025-03-21
W8ng...,2,2024-11-20
Nish,2,2024-05-23
Allah na kre ,2,2024-04-09
Nixe,2,2024-01-02
Can't wait.,2,2024-09-18
Lovely,2,2024-02-14
Best of Luck,2,2024-09-05
"ha ha h
again a 4 star video out of 5",2,2024-01-08
Nice,2,2024-01-04
Looking so beautiful,2,2024-01-16
Aap to MayaNaz-Adakara niklin,2,2024-01-25
Nai aisi koi bat nhi hai ,2,2024-11-23
Naa jeee baat to aisi he hai... Aisi na hoti to kehtay he kiun,2,2024-01-22
Ky howa h is ko ..,2,2024-07-22
Q ky kr rha tha hahah,2,2024-02-06
Good job ap na Mara ha,2,2024-05-16
Ya chez chapal mast hai!🤣,2,2024-07-10
Get Well Soon.......,2,2024-02-13
Hahaha That's sweet take some medicine cheers,2,2024-05-16
Get well soon with your Red nosee..... :-D,2,2025-02-22
wow ,2,2024-12-17
get well soon sister...,2,2024-06-08
Lol awsm,2,2024-10-20
Haha,2,2024-03-16
lol,2,2024-09-07
Ye kia tha :P start hote hi kharam ho gya..dekha hi nhn aapko ,2,2024-08-05
Hahah ,2,2024-03-07
Nye,2,2024-08-27
Haha wow,2,2024-10-18
Ap calamox tab q nhi use krtii .. Achii hai kafi..,2,2024-07-21
Haha nyc,2,2024-01-12
Hehe,2,2024-08-07
Wow,2,2024-10-22
Its Too Much Osam..,2,2024-03-24
Lovly so cute gir,2,2024-01-03
Her name?,2,2024-06-26
Lagta hai ap par chance marna he parrega…,2,2024-05-17
Nahi beta rehne do. Api hain ye,2,2025-02-18
"Bhai api hogi apke.
Mere to wo honi wale hai..",2,2024-10-10
G. Hone wali ...api .,2,2024-11-17
Bhai ye fire kaha pe lagiii hai…,2,2024-02-29
Yar rply kr k delete q krte ho per??,2,2025-02-14
Ha haha,2,2024-06-10
Hahahahahahaha,2,2024-07-03
U girls rock i always enjoy ur videos keep it up best wishes for ur team ,2,2024-09-30
We made some..one was posted on Mother's Day.. we will make more for sure,2,2024-05-07
I have seen that want some more,2,2024-07-20
Ok i will wait :),2,2025-02-21
Haha..Alright.. ,2,2024-03-30
Yoo,2,2024-01-22
Hahahah,2,2024-04-05
Excelent,2,2024-11-18
Thanks a lot,2,2024-12-03
Lol thanks..At least you got the message ,2,2024-05-18
Pta nai wo kon c duniya k log hoty h jo shopping malls may ja k videos bnaty h…,2,2024-01-22
Venus k ,2,2024-08-06
Dummy ki acting,2,2024-08-03
Baji hain beta..hosla ,2,2024-04-25
Dat baaaaalll khenchnaaa waassss too gooodd,2,2024-02-08
Awww thankyou so much taray marayy,2,2024-09-28
Haha no comments at this ,2,2024-01-19
zbrdast beta,2,2025-03-16
Thanks a lot sir ,2,2024-11-18
WellCoMe,2,2025-03-03
Hahahahah its nice :),2,2024-12-02
Thanks a lot ,2,2024-10-08
Humari pakistani auntiyon ko Allah hi hadayat de....Sale ka name suntay hi pagal ho jati hen..Esa ho hi nai sakta ke app le len kapre phar dene lekin kisi or ko nai dena lol.,2,2024-08-21
Sir isi lye ye message dia.. ,2,2024-11-27
Your most welcome,2,2024-04-20
Jis ki age zeyada hey wo lei ley,2,2024-01-07
Hahaha namra this is epic...,2,2024-05-03
Yrr us ko bhi saloon ly jati khudh powder laga k goori hogae us ko aesahi bager mou dhulwaye tum shopping py ly gae,2,2024-09-18
Cmmnt show nhi ho raha tumhara,2,2024-04-20
level,2,2024-02-02
Thanks a lot,2,2024-08-07
always welcome . intizaar rehta hai video ka ,2,2024-01-02
Thanks a lot sir,2,2024-01-03
Thanks a lot sir ,2,2024-06-18
Amzng,2,2024-05-20
baji aap loug ka bhi yehi haal hai :D,2,2024-02-16
beautiful,2,2024-09-27
Ya tooo ni ho sakta kabi b ni,2,2024-07-05
Hahaha Girls never Can say that .. (Ap lay lOo May Dosra lay Longi ) ,2,2024-12-22
Best ,2,2024-07-27
.. Tamkeen,2,2025-01-18
Hahahaha... right,2,2025-02-04
Nice msg waldone,2,2024-09-30
Kash esa hota,2,2024-10-11
(y) .,2,2024-03-06
I told u already soon you are hard work will pay off..,2,2024-05-17
"Wow superb, keep it up lady ",2,2024-06-27
Nice spell <3,2,2024-05-13
"Waah chhaa gaeen larki
(Y)",2,2024-08-05
Very well cheeti lagie ha... :-D,2,2024-07-04
Amazing,2,2024-02-02
Mubarkaan ,2,2024-08-13
Wow . So beautifully spelled,2,2024-04-05
Best of luck for the future.... Alaah SWT ap ko or zaida kaamaibi ata farmai (Aameen),2,2024-07-12
Waiting for the video,2,2024-07-11
Hmmm,2,2024-09-12
Haha,2,2024-11-23
Ameen,2,2024-04-25
why not the video regarding the cricket event?,2,2024-01-11
"Agr match ki baat hia ...
To match hona hia larna Ni hia...",2,2024-09-08
Ok,2,2024-06-24
1947 reloaded ,2,2024-12-07
Angrez abhi bhi hen...,2,2024-11-18
"You're mistaken. Smj ni ayi to dubara smjha dete hain.
We mean that upon partition, there were some issues DELIBERATELY left unsettled like the geographical demarcation of the boundaries so that Pakistan and India and (now) Bangladesh remain in a tussle forever.
Pakistan studies dubara prhna bhai har bat Anti-Pakistan ya Conspiracy nhi hoti.",2,2024-06-14
"Bohut laambii kurdi hey iss mey thora c short vedio bana liya kur yaaar
Orr ye mootu ko bolo kum muskuraya karey... baaqi ",2,2024-09-27
Lol hmen lga tha dono ka barabar hai ,2,2024-08-04
haha ami pokh lage a ,2,2024-10-25
Oyeee,2,2024-11-22
The Most Sensible Statement Of Him...,2,2024-12-02
Well said,2,2024-07-06
Respect for him.,2,2024-05-24
Respect for him.,2,2024-08-02
You r realy soldier sir,2,2025-02-03
Ohhh thnX,2,2024-12-30
"Mazo ee Kon Ayo ,",2,2024-04-30
Sahi main,2,2024-08-22
Look at their team first the players they got admin then post anything ...,2,2024-06-11
Janb amer Sulman asif or sharjeel khan be bhot roya ta...,2,2024-09-23
What do you suggest ?,2,2024-06-28
Even umar amin seldom got a chance,2,2025-02-02
i am shocked to see they made up a team of players naming it flop team or flop 11 of psl3 - its harsh.,2,2024-12-15
No bazz performed,2,2024-11-07
Lahore Qalandars G AB,2,2024-04-29
Sarfraz Ahmed ?,2,2024-02-03
Yh Post Edited Hay...Just View Edited History,2,2024-03-10
Y ahmad,2,2024-11-25
Not sure ! Selectors need to complete the squad we guess,2,2024-09-11
Agha Sulman should have been in the squad,2,2024-03-14
To replace whom?,2,2024-01-18
Ruman Raees?,2,2024-10-04
Injured,2,2024-12-29
Its early for shaheen he must b replace with wahab riaz,2,2024-01-19
Where is Haris Sohail,2,2024-04-07
Out of form,2,2024-03-29
Umer Akmal should be in squad,2,2024-02-11
Are you serious?,2,2024-03-12
Yes Umer Akmal mera fvrt player ha,2,2024-11-24
Somehow,2,2024-03-21
Ameen,2,2024-09-25
"Aor Multan ko Ahmad Shahzad, ab family complete hui",2,2025-03-01
But Babar ko ap in dono mein include mhi krsakty :'(,2,2024-01-01
Sure!,2,2024-08-25
100%,2,2025-01-23
HAAHAAA,2,2024-03-29
Hahaha  do bhai or aik cousin ne apni teamo ko nahi chora,2,2024-11-15
Wa g wa,2,2024-07-23
Kamran akmal ne final tak punchaya ek ghalti dekh rahe hai intne match jeete wo nhi dekh rahe hai umar akmal 5match khela hai baki match ka kya babar azam do the same magar humko jeet nhi dekhta,2,2024-11-21
Maryam,2,2024-08-15
G Lahore Qalandars,2,2024-01-04
jaldi so gye honge.,2,2024-07-15
HAHAHAHAHAHAHAHAHA,2,2024-07-18
Khandan e Juwaa,2,2024-10-08
Huhuhuhuhuhu,2,2024-06-29
Wwwwa,2,2024-06-15
Par karachi bhr hahahhahahaha,2,2024-11-27
My final my L Qr. Its nt final for me.,2,2024-08-14
Very nice Lahore Qalandars,2,2024-01-22
